,Tm
1252,WP_140068354.1
1253,WP_140277499.1
1254,WP_025627027.1
1255,HCG8197929.1
1256,EGR2891715.1
1257,WP_229610645.1
1258,WP_025505730.1
1259,EJG0780061.1
1260,WP_229628009.1
1261,EJG1029704.1
1262,WP_140081819.1
1263,WP_029829969.1
1264,WP_208893910.1
1265,EIJ6615148.1
1266,WP_258520453.1
1267,HBC3493709.1
1268,WP_140293025.1
1269,WP_053805281.1
1270,WP_005392780.1
1271,WP_203499411.1
1272,WP_069517905.1
1273,HCE3461121.1
1274,WP_272149238.1
1275,WP_273976043.1
1276,WP_069505900.1
1277,HBC3604303.1
1278,EIO5096233.1
1279,HCG9123992.1
1280,WP_069544149.1
1281,WP_025611019.1
1282,WP_086484866.1
1283,WP_031852449.1
1284,WP_025578952.1
1285,WP_140317034.1
1286,WP_045372385.1
1287,WP_140097647.1
1288,EHH3741559.1
1289,WP_031778529.1
1290,WP_015313472.1
1291,WP_069546492.1
1292,EHH1239651.1
1293,WP_045418674.1
1294,WP_161608937.1
1295,EHR1006617.1
1296,WP_031852180.1
1297,HCH1538067.1
1298,EJE4161882.1
1299,EJL3958543.1
1300,WP_136677480.1
1301,WP_140136194.1
1302,WP_025628697.1
1303,WP_274063276.1
1304,WP_140352812.1
1305,WP_129830826.1
1306,WP_218751557.1
1307,WP_025526220.1
1308,WP_256898832.1
1309,MDG2762950.1
1310,TBT32040.1
1311,WP_104972331.1
1312,WP_069511081.1
1313,WP_053340115.1
1314,MBM4844087.1
1315,WP_078609868.1
1316,WP_045397246.1
1317,HCE3219079.1
1318,EJC1448385.1
1319,WP_025508213.1
1320,HCH0723732.1
1321,WP_012129897.1
1322,WP_167427305.1
1323,MDF4410853.1
1324,EGQ8130400.1
1325,WP_258519648.1
1326,WP_193265811.1
1327,WP_065787593.1
1328,WP_140100138.1
1329,WP_140285487.1
1330,WP_025638290.1
1331,HCG6970072.1
1332,WP_225460912.1
1333,HCE3675944.1
1334,WP_182027943.1
1335,WP_140132006.1
1336,WP_140251711.1
1337,EJE4167122.1
1338,WP_140383626.1
1339,EGR1596113.1
1340,WP_140057227.1
1341,OOX28319.1
1342,WP_128813268.1
1343,HAS6995193.1
1344,EIU6818688.1
1345,HCE1485148.1
1346,WP_123767860.1
1347,WP_104973466.1
1348,HCG5533493.1
1349,WP_122071146.1
1350,WP_038895593.1
1351,WP_140152847.1
1352,EIW7861337.1
1353,WP_285438180.1
1354,WP_211916583.1
1355,MCL2367811.1
1356,WP_029094337.1
1357,WP_296906023.1
1358,WP_012310946.1
1359,WP_101510042.1
1360,WP_041844217.1
1361,WP_008194573.1
1362,WP_101513843.1
1363,ACM23088.1
1364,MDI3472579.1
1365,WP_092319772.1
1366,WP_129409287.1
1367,WP_280999291.1
1368,MCD6104279.1
1369,WP_165147809.1
1370,MBO8140281.1
1371,WP_047265115.1
1372,WP_072865623.1
1373,WP_185881517.1
1374,WP_264150011.1
1375,WP_012208355.1
1376,WP_202695953.1
1377,WP_121514636.1
1378,WP_103078625.1
1379,WP_113074278.1
1380,WP_103066683.1
1381,KUK14788.1
1382,WP_103876347.1
1383,WP_121957544.1
1384,MCS7175588.1
1385,WP_041077178.1
1386,WP_031502509.1
1387,WP_165274642.1
1388,ABV33634.1
1389,WP_041428572.1
1390,WP_286983167.1
1391,MBU4226567.1
1392,MBU4350335.1
1393,RKX38479.1
1394,PHJ13304.1
1395,MBO8138970.1
1396,WP_047753739.1
1397,MCD6450644.1
1398,WP_072758057.1
1399,WP_243392208.1
1400,WP_073072814.1
1401,KUK94415.1
1402,MBP7199224.1
1403,WP_164542171.1
1404,WP_013932538.1
1405,WP_075665173.1
1406,WP_011993500.1
1407,MCX7653257.1
1408,HDP79090.1
1409,HCO69947.1
1410,HCL98147.1
1411,MBP8657603.1
1412,MBN2219397.1
1413,WP_068345431.1
1414,MBN2253413.1
1415,WP_014450840.1
1416,WP_207566162.1
1417,WP_126994225.1
1418,WP_077287000.1
1419,WP_012058028.1
1420,WP_033191399.1
1421,HCI29934.1
1422,ACR78779.1
1423,WP_004103556.1
1424,WP_064011146.1
1425,WP_237697530.1
1426,WP_169700144.1
1427,OAA23053.1
1428,WP_184619785.1
1429,MBP8660929.1
1430,MBO8166656.1
1431,MBO8160054.1
1432,WP_236609249.1
1433,MDK2943993.1
1434,AFK07095.1
1435,WP_114702409.1
1436,WP_099771379.1
1437,RKX50501.1
1438,WP_258367284.1
1439,PZC52205.1
1440,MDI3495183.1
1441,WP_069292454.1
1442,MCL2235903.1
1443,WP_215790178.1
1444,WP_106911633.1
1445,WP_152139561.1
1446,WP_265845771.1
1447,WP_152107439.1
1448,WP_152118082.1
1449,WP_152109755.1
1450,WP_116546184.1
1451,WP_010864967.1
1452,WP_039046106.1
1453,WP_265847708.1
1454,WP_027128966.1
1455,WP_170185892.1
1456,WP_300358944.1
1457,WP_235247448.1
1458,MBS5038611.1
1459,WP_176829530.1
1460,WP_300330167.1
1461,WP_163470126.1
1462,WP_235599679.1
1463,WP_290646332.1
1464,CCU83739.1
1465,TYB84114.1
1466,MBP8661529.1
1467,MBR5315874.1
1468,MBR3756674.1
1469,MBR4020668.1
1470,MBR3785500.1
1471,MBQ3532486.1
1472,WP_007462549.1
1473,WP_006229088.1
1474,WP_265696446.1
1475,WP_107207839.1
1476,WP_036790864.1
1477,WP_107187308.1
1478,WP_101769476.1
1479,WP_075715757.1
1480,WP_075709541.1
1481,WP_294530248.1
1482,WP_005954589.1
1483,WP_035901289.1
1484,WP_010680621.1
1485,WP_005959272.1
1486,WP_062627831.1
1487,MCI7343198.1
1488,WP_008800833.1
1489,WP_035916495.1
1490,MBU3842601.1
1491,WP_297487512.1
1492,MBR8700901.1
1493,WP_101474740.1
1494,WP_204689187.1
1495,MCP4180543.1
1496,WP_297596366.1
1497,WP_291259345.1
1498,WP_047380652.1
1499,WP_291255347.1
1500,WP_294095754.1
1501,WP_115270153.1
1502,WP_300342815.1
1503,WP_256690966.1
1504,WP_023051817.1
1505,WP_297431819.1
1506,WP_185874969.1
1507,WP_175613146.1
1508,WP_185880949.1
1509,WP_294704257.1
1510,WP_005885562.1
1511,WP_078692964.1
1512,WP_249168848.1
1513,MBP6063670.1
1514,WP_084235199.1
1515,WP_102966615.1
1516,WP_239925751.1
1517,WP_237292625.1
1518,WP_102964303.1
1519,WP_123781544.1
1520,WP_294852781.1
1521,BAL01265.1
1522,WP_293007317.1
1523,MBQ8564028.1
1524,WP_295579456.1
1525,WP_045339970.1
1526,AEW73733.1
1527,BCZ52609.1
1528,WP_222662896.1
1529,AMX05107.1
1530,CAB3890088.1
1531,WP_088159374.1
1532,OLE67156.1
1533,SPV06942.1
1534,PYS92560.1
1535,MBU0912870.1
1536,WP_293632942.1
1537,MBY0418344.1
1538,MDB5992600.1
1539,WP_059733073.1
1540,WP_060029715.1
1541,WP_256259053.1
1542,WP_247325605.1
1543,NMW25754.1
1544,WP_205795792.1
1545,WP_293805936.1
1546,MBW8845712.1
1547,WP_188569430.1
1548,WP_230818727.1
1549,WP_226767184.1
1550,WP_134051656.1
1551,WP_273022487.1
1552,WP_159664890.1
1553,WP_093169041.1
1554,WP_289255727.1
1555,WP_046970810.1
1556,WP_092138428.1
1557,WP_293501523.1
1558,WP_109124467.1
1559,MDL2353791.1
1560,MBZ5538525.1
1561,USX29482.1
1562,WP_166106977.1
1563,WP_300993888.1
1564,MBU2280218.1
1565,WP_161075894.1
1566,WP_090313584.1
1567,WP_084090932.1
1568,WP_072781159.1
1569,WP_029526375.1
1570,UUZ69565.1
1571,WP_015830888.1
1572,WP_159355052.1
1573,WP_230335560.1
1574,MCX7279478.1
1575,TMQ31523.1
1576,MBC7697856.1
1577,OYT92953.1
1578,MCP5281815.1
1579,WP_182327783.1
1580,WP_029708687.1
1581,WP_116925103.1
1582,WP_294260961.1
1583,WJN74048.1
1584,WP_200060795.1
1585,ABB11852.1
1586,RYY02825.1
1587,WP_122955105.1
1588,WP_075159394.1
1589,WP_175109040.1
1590,WP_134189820.1
1591,KAJ3521902.1
1592,KIM81827.1
1593,MBU2648661.1
1594,MBT4264652.1
1595,CAD6573720.1
1596,UZJ55330.1
1597,XP_025380114.1
1598,MBN1341039.1
1599,MBL7648487.1
1600,MCF6283775.1
1601,KAG0292744.1
1602,MBI9076756.1
1603,TDL22354.1
1604,KLO05618.1
1605,KAH8829411.1
1606,KAG6888309.1
1607,KAF8845517.1
1608,KAG6867399.1
1609,KAF9234940.1
1610,KAG8220190.1
1611,KIK94494.1
1612,XP_007323724.1
1613,KIJ21382.1
1614,KAJ3209659.1
1615,KAJ3189801.1
1616,TPX64518.1
1617,KAI8999515.1
1618,XP_016604435.1
1619,WP_050059098.1
1620,MCU1259860.1
1621,WP_227947974.1
1622,WP_015672404.1
1623,MBU3892470.1
1624,WP_197949528.1
1625,WP_263267114.1
1626,APR81331.1
1627,WP_126532600.1
1628,WP_061323798.1
1629,WP_213216888.1
1630,WP_192110589.1
1631,WP_269875979.1
1632,WP_212602490.1
1633,WP_289032311.1
1634,WP_272615314.1
1635,QCT21289.1
1636,WP_139965334.1
1637,WP_263112651.1
1638,MCW7545895.1
1639,WP_197663255.1
1640,WP_242388652.1
1641,WP_288882786.1
1642,WP_288875795.1
1643,WP_270221631.1
1644,WP_054803185.1
1645,WP_187799292.1
1646,WP_128482675.1
1647,WP_289745590.1
1648,WP_301103520.1
1649,WP_161340056.1
1650,WP_263754412.1
1651,TCG04841.1
1652,MBS5771464.1
1653,WP_279793140.1
1654,WP_023479128.1
1655,WP_130422244.1
1656,MCU1341564.1
1657,WP_060608590.1
1658,WP_267602755.1
1659,WP_147236602.1
1660,WP_062918207.1
1661,WP_224032765.1
1662,SKC81715.1
1663,WP_180724446.1
1664,WP_028369962.1
1665,WP_255877820.1
1666,WP_200654323.1
1667,WP_024657003.1
1668,SKC81445.1
1669,WP_177046629.1
1670,WP_003217670.1
1671,WP_007582337.1
1672,WP_076013448.1
1673,WP_063030147.1
1674,WP_005739445.1
1675,WP_093644095.1
1676,WP_200621484.1
1677,WP_177025387.1
1678,WP_122395973.1
1679,WP_124417488.1
1680,WP_201142416.1
1681,WP_122805282.1
1682,WP_027900375.1
1683,WP_093196929.1
1684,WP_301483942.1
1685,WP_185825740.1
1686,WP_106092473.1
1687,WP_017703187.1
1688,WP_094065709.1
1689,WP_087264301.1
1690,WP_090836287.1
1691,WP_034138090.1
1692,WP_122543687.1
1693,MDB6106615.1
1694,WP_154973571.1
1695,WP_034097894.1
1696,WP_122767792.1
1697,WP_285421221.1
1698,WP_047882189.1
1699,WP_228321464.1
1700,MDB5988256.1
1701,WP_242167669.1
1702,WP_154988971.1
1703,WP_034113728.1
1704,WP_123479799.1
1705,WP_294732737.1
1706,WP_033902871.1
1707,WP_191824363.1
1708,WP_034105276.1
1709,WP_177124848.1
1710,WP_259171384.1
1711,WP_092398324.1
1712,WP_167417168.1
1713,WP_233890788.1
1714,WDU64983.1
1715,WP_138652303.1
1716,WP_242161043.1
1717,WP_122711533.1
1718,WP_078824645.1
1719,WP_160957329.1
1720,WP_010210437.1
1721,WP_250948879.1
1722,WP_122717136.1
1723,WP_025856794.1
1724,WP_038847117.1
1725,WP_263392535.1
1726,WP_141063780.1
1727,WP_122727041.1
1728,WP_177018572.1
1729,WP_177097891.1
1730,WP_177138978.1
1731,WP_065947004.1
1732,WP_177101816.1
1733,WP_040268366.1
1734,WP_092484270.1
1735,WP_185815540.1
1736,WP_236320931.1
1737,WP_209029555.1
1738,WP_197628147.1
1739,WP_231810040.1
1740,WP_253507682.1
1741,MCC4590926.1
1742,WP_049713328.1
1743,WP_074846795.1
1744,WP_010171031.1
1745,WP_100490641.1
1746,WP_115487335.1
1747,WP_122685069.1
1748,WP_065927547.1
1749,WP_242080603.1
1750,WP_177003850.1
1751,WP_281113531.1
1752,WP_099492057.1
1753,WP_160948377.1
1754,WP_219431339.1
1755,RMO99477.1
1756,WP_064055108.1
1757,WP_095016257.1
1758,WP_012724229.1
1759,WP_027605842.1
1760,WP_285428223.1
1761,WP_209229764.1
1762,WP_209245912.1
1763,WP_141157752.1
1764,WP_177044300.1
1765,WP_226502675.1
1766,WP_150054525.1
1767,WP_219022433.1
1768,WP_177077769.1
1769,WP_218820616.1
1770,WP_177006383.1
1771,WP_078742512.1
1772,WP_125829215.1
1773,WP_069077397.1
1774,WP_041161206.1
1775,WP_065905292.1
1776,WP_106803840.1
1777,WP_188098727.1
1778,WP_029350949.1
1779,WP_287229497.1
1780,RWO37630.1
1781,WP_079499026.1
1782,WP_250491478.1
1783,WP_103220830.1
1784,WP_238268318.1
1785,WP_231671982.1
1786,WP_078048470.1
1787,WP_095101585.1
1788,WP_263395422.1
1789,WP_054930823.1
1790,WP_176055048.1
1791,WP_116627970.1
1792,WP_035993696.1
1793,SKD04167.1
1794,WP_130550961.1
1795,WP_176996119.1
1796,WP_160969100.1
1797,WP_184645510.1
1798,WP_107202313.1
1799,WP_068933162.1
1800,WP_028616153.1
1801,WP_179566600.1
1802,WP_287328467.1
1803,WP_023798989.1
1804,WP_287363337.1
1805,WP_071488317.1
1806,WP_092243554.1
1807,WP_248481537.1
1808,WP_093121001.1
1809,WP_287260541.1
1810,WP_287177375.1
1811,WP_071495627.1
1812,WP_287377952.1
1813,WP_058425891.1
1814,WP_287174908.1
1815,WP_122852274.1
1816,AHC35711.1
1817,WP_259102742.1
1818,WP_133318358.1
1819,WP_158903940.1
1820,WP_087669338.1
1821,WP_250511355.1
1822,WP_250469618.1
1823,WP_016347061.1
1824,WP_058440315.1
1825,WP_087659071.1
1826,MCW2722334.1
1827,MDK9722862.1
1828,WP_173981371.1
1829,WP_114469849.1
1830,KJK16375.1
1831,WP_223525334.1
1832,WP_028942116.1
1833,WP_150714333.1
1834,WP_218508730.1
1835,WP_213959656.1
1836,WP_093386462.1
1837,WP_011517109.1
1838,WP_104670051.1
1839,WP_211957428.1
1840,WP_029307355.1
1841,WP_006158850.1
1842,WP_151073171.1
1843,WP_115706160.1
1844,WP_258253309.1
1845,WP_054910936.1
1846,OQR28421.1
1847,WP_151187172.1
1848,WP_296290564.1
1849,WP_254476538.1
1850,WP_253446219.1
1851,WP_192295990.1
1852,WP_268182641.1
1853,GES17178.1
1854,WP_162322197.1
1855,WP_016452556.1
1856,MBQ0130600.1
1857,ODS51288.1
1858,WP_070400760.1
1859,MBO9353334.1
1860,WP_230658709.1
1861,WP_106761567.1
1862,WP_200205182.1
1863,WP_098108737.1
1864,WP_268127079.1
1865,ROZ85495.1
1866,RZL81894.1
1867,WP_037229110.1
1868,WP_204717173.1
1869,WP_217580773.1
1870,WP_073359107.1
1871,WP_012689569.1
1872,OYX36562.1
1873,WP_206474085.1
1874,WP_094270282.1
1875,MCP5089051.1
1876,MCB1368526.1
1877,MBZ0129183.1
1878,MBZ0218150.1
1879,MCP5367842.1
1880,MCX7143386.1
1881,MBA3903023.1
1882,NMM26898.1
1883,TSA16855.1
1884,XP_040655722.1
1885,KAI6909125.1
1886,KAI6930254.1
1887,KAH8882597.1
1888,MCJ1385535.1
1889,OLN97076.1
1890,KAI4253815.1
1891,XP_022475333.1
1892,XP_007728604.1
1893,XP_009154003.1
1894,PNS17137.1
1895,KAI8936902.1
1896,KAG9192300.1
1897,KAF1348151.1
1898,MCJ1413257.1
1899,XP_001798676.1
1900,KAE9977803.1
1901,MCJ1465590.1
1902,MCJ1350540.1
1903,KAE9977199.1
1904,MCJ1425475.1
1905,QDS75266.1
1906,KAI4136067.1
1907,MCJ1225965.1
1908,KAA6415625.1
1909,MDI1493047.1
1910,MCJ1329646.1
1911,CAF9921898.1
1912,KAI4144467.1
1913,CAD6586013.1
1914,CAF9922244.1
1915,MCJ1295673.1
1916,MCJ1432416.1
1917,KAG7009447.1
1918,SLM38126.1
1919,MCJ1398516.1
1920,KAH3917930.1
1921,MCJ1282618.1
1922,MCJ1414445.1
1923,MCJ1318421.1
1924,MCJ1473852.1
1925,MCJ1268114.1
1926,MCJ1361013.1
1927,XP_033534693.1
1928,XP_047764734.1
1929,KAH9844800.1
1930,KAB5539526.1
1931,OIW28565.1
1932,KAH8911082.1
1933,KAJ9151106.1
1934,KAB5554966.1
1935,KAK0642014.1
1936,RKU46312.1
1937,XP_962097.1
1938,XP_001903432.1
1939,XP_003660765.1
1940,XP_003349730.1
1941,XP_001224138.1
1942,KAJ4420234.1
1943,KAK0666479.1
1944,KAH6856856.1
1945,KAK0288681.1
1946,KAG9760329.1
1947,KAJ9293632.1
1948,KAJ9245027.1
1949,KAJ9254661.1
1950,KAJ9217288.1
1951,KAJ9309470.1
1952,XP_028488917.1
1953,KAJ9190754.1
1954,KAJ9191847.1
1955,KAJ9316850.1
1956,KAJ9258574.1
1957,XP_038791596.1
1958,KAI1351220.1
1959,MCJ1234970.1
1960,XP_046099980.1
1961,KAH6970917.1
1962,KAH6990204.1
1963,XP_033603614.1
1964,KAH6888535.1
1965,TLD37148.1
1966,TID24851.1
1967,HDG9775503.1
1968,WP_046852671.1
1969,WP_150341111.1
1970,WP_032700146.1
1971,HDR2736068.1
1972,WP_059306806.1
1973,WP_047955540.1
1974,WP_032681107.1
1975,MDC5340524.1
1976,WP_109412231.1
1977,WP_174865225.1
1978,WP_262799251.1
1979,WP_119888276.1
1980,WP_048762624.1
1981,WP_125290038.1
1982,WP_226308703.1
1983,WP_273889755.1
1984,WP_104209368.1
1985,WP_202666835.1
1986,WP_107704347.1
1987,WP_202713026.1
1988,WP_039484118.1
1989,WP_275209503.1
1990,WP_224257356.1
1991,WP_261111078.1
1992,WP_205556375.1
1993,WP_010671883.1
1994,WP_059178761.1
1995,WP_136197591.1
1996,WP_050297779.1
1997,WP_202665449.1
1998,WP_180741981.1
1999,WP_048259516.1
2000,WP_010843161.1
2001,WP_015697040.1
2002,WP_221008157.1
2003,WP_179898718.1
2004,WP_014928524.1
2005,WP_292987120.1
2006,WP_192989558.1
2007,WP_005182625.1
2008,WP_113626168.1
2009,WP_264627067.1
2010,WP_039298585.1
2011,WP_125259236.1
2012,WP_024110249.1
2013,WP_143840247.1
2014,WP_113632567.1
2015,WP_033576987.1
2016,WP_095707997.1
2017,WP_012770152.1
2018,WP_287635807.1
2019,WP_033111806.1
2020,WP_022633091.1
2021,WP_039324624.1
2022,WP_040000709.1
2023,WP_038916465.1
2024,WP_107320204.1
2025,WP_013196030.1
2026,WP_156287263.1
2027,WP_168362737.1
2028,WP_282476715.1
2029,WP_124937510.1
2030,WP_244047176.1
2031,WP_136483905.1
2032,WP_110030250.1
2033,WP_111352764.1
2034,WP_135162048.1
2035,WP_218562088.1
2036,WP_246921900.1
2037,WP_186132713.1
2038,WP_060000080.1
2039,WP_017920395.1
2040,EKO3971865.1
2041,WP_186087242.1
2042,WP_166913132.1
2043,WP_167243328.1
2044,WP_186208711.1
2045,WP_186089996.1
2046,WP_186086321.1
2047,WP_135174068.1
2048,WP_186156318.1
2049,WP_186042859.1
2050,WP_186141931.1
2051,WP_186050598.1
2052,WP_047835577.1
2053,WP_186267727.1
2054,WP_186108052.1
2055,WP_186154641.1
2056,WP_036048099.1
2057,WP_186207460.1
2058,WP_258114880.1
2059,WP_174012726.1
2060,WP_103692310.1
2061,WP_105829109.1
2062,WP_105858081.1
2063,WP_105851121.1
2064,WP_007813381.1
2065,WP_055138077.1
2066,WP_186134056.1
2067,WP_013696765.1
2068,WP_160293403.1
2069,WP_025101558.1
2070,WP_168333532.1
2071,WP_271199546.1
2072,WP_036038167.1
2073,WP_104679260.1
2074,WP_186200784.1
2075,WP_018323862.1
2076,WP_137955675.1
2077,WP_064829661.1
2078,WP_056722879.1
2079,WP_046899448.1
2080,WP_237914788.1
2081,WP_042623964.1
2082,WP_046967477.1
2083,WP_246796861.1
2084,WP_058563989.1
2085,WP_168879736.1
2086,WP_075639466.1
2087,WP_049732415.1
2088,WP_226293022.1
2089,WP_224573555.1
2090,WP_267816966.1
2091,WP_256818892.1
2092,WP_250520348.1
2093,WP_064491899.1
2094,WP_127733036.1
2095,WP_027143788.1
2096,WP_003589915.1
2097,WP_174155685.1
2098,WP_238962787.1
2099,WP_086065700.1
2100,WP_233986153.1
2101,WP_186534543.1
2102,WP_190425241.1
2103,WP_235109830.1
2104,WP_119706147.1
2105,WP_064509849.1
2106,WP_102117689.1
2107,WP_014755985.1
2108,WP_166769338.1
2109,WP_160966010.1
2110,WP_211044260.1
2111,WP_192201841.1
2112,WP_116586659.1
2113,WP_225586089.1
2114,WP_138256007.1
2115,WP_103862189.1
2116,WP_130622717.1
2117,WP_039491477.1
2118,WP_252617150.1
2119,WP_233981005.1
2120,WP_233948336.1
2121,WP_039471259.1
2122,WP_184646080.1
2123,WP_175114580.1
2124,WP_205531495.1
2125,MBQ4792596.1
2126,WP_107333178.1
2127,WP_211921454.1
2128,WP_233963653.1
2129,WP_226296542.1
2130,WP_205550445.1
2131,WP_103971306.1
2132,WP_256712688.1
2133,WP_213763761.1
2134,WP_040031442.1
2135,WP_126961710.1
2136,WP_281869267.1
2137,WP_116162659.1
2138,WP_115510103.1
2139,WP_161529424.1
2140,GKW01211.1
2141,MCL6363982.1
2142,WP_144930019.1
2143,WP_110162178.1
2144,WP_183688462.1
2145,WP_184515200.1
2146,WP_104554733.1
2147,WP_039545312.1
2148,WP_104624333.1
2149,WP_200190273.1
2150,WP_016902930.1
2151,WP_047129842.1
2152,WP_119158423.1
2153,WP_211914510.1
2154,WP_184609647.1
2155,WP_226294976.1
2156,WP_205563956.1
2157,WP_014699103.1
2158,WP_104596059.1
2159,GKV76611.1
2160,WP_167710137.1
2161,WP_025919205.1
2162,WP_184432701.1
2163,WP_039316262.1
2164,WP_116186617.1
2165,WP_205534780.1
2166,WP_102255293.1
2167,WP_209720528.1
2168,WP_109224815.1
2169,WP_014916067.1
2170,WP_166771450.1
2171,WP_126966830.1
2172,WP_005969932.1
2173,WP_065046363.1
2174,WP_180788404.1
2175,WP_102253063.1
2176,WP_205537652.1
2177,MCL6377900.1
2178,WP_065033254.1
2179,WP_053149292.1
2180,WP_226509611.1
2181,WP_039529390.1
2182,WP_100018448.1
2183,WP_161509581.1
2184,WP_226427997.1
2185,WP_104613305.1
2186,WP_116156180.1
2187,WP_171911990.1
2188,WP_205543621.1
2189,WP_180782124.1
2190,WP_205568566.1
2191,OYN50362.1
2192,WP_039538698.1
2193,WP_182812263.1
2194,WP_166763821.1
2195,WP_232777594.1
2196,WP_167707520.1
2197,WP_039509444.1
2198,WP_102250651.1
2199,WP_039464316.1
2200,WP_205605689.1
2201,WP_180773688.1
2202,WP_102583034.1
2203,MCL6335081.1
2204,WP_104608612.1
2205,WP_104646582.1
2206,WP_205593512.1
2207,WP_043087407.1
2208,WP_154831139.1
2209,WP_039284797.1
2210,WP_104544173.1
2211,WP_104571499.1
2212,WP_104561575.1
2213,WP_180791032.1
2214,WP_126967495.1
2215,WP_228600288.1
2216,WP_053051697.1
2217,WP_205549937.1
2218,WP_047126480.1
2219,WP_231051697.1
2220,WP_184551233.1
2221,WP_024940053.1
2222,WP_211025426.1
2223,WP_240583408.1
2224,WP_046345225.1
2225,WP_115541773.1
2226,WP_104576963.1
2227,WP_212181769.1
2228,WP_249452691.1
2229,WP_215825057.1
2230,WP_176341699.1
2231,WP_160955035.1
2232,WP_053046151.1
2233,WP_176340167.1
2234,WP_039411623.1
2235,WP_104592726.1
2236,WP_184614911.1
2237,WP_212583649.1
2238,WP_074056253.1
2239,WP_228889514.1
2240,WP_039815565.1
2241,WP_168959240.1
2242,WP_124549522.1
2243,WP_199990183.1
2244,WP_167705068.1
2245,WP_229010635.1
2246,WP_180315444.1
2247,WP_104591047.1
2248,WP_184230700.1
2249,WP_115042886.1
2250,RJE59912.1
2251,WP_268213534.1
2252,WP_006452052.1
2253,WP_184631303.1
2254,WP_104569372.1
2255,WP_209735341.1
2256,WP_061133182.1
2257,WP_003435682.1
2258,MCC4625612.1
2259,WP_184630916.1
2260,WP_104544054.1
2261,WP_259166613.1
2262,WP_228330890.1
2263,WP_104599777.1
2264,WP_255086458.1
2265,WP_092707491.1
2266,WP_188800141.1
2267,WP_115046031.1
2268,WP_259159158.1
2269,WP_247269075.1
2270,WP_039518017.1
2271,WP_169707735.1
2272,WP_150374471.1
2273,WP_226158475.1
2274,WP_169707198.1
2275,WP_231659640.1
2276,WP_055006878.1
2277,WP_134167717.1
2278,WP_126365956.1
2279,WP_144150117.1
2280,WP_024641717.1
2281,WP_103367596.1
2282,WP_070288248.1
2283,WP_058563706.1
2284,WP_090551846.1
2285,WP_027613795.1
2286,WP_134042720.1
2287,WP_184319021.1
2288,WP_005994826.1
2289,WP_096134993.1
2290,WP_047602074.1
2291,WP_227181973.1
2292,WP_166778360.1
2293,WP_257108034.1
2294,WP_126942098.1
2295,WP_054092097.1
2296,WP_210072835.1
2297,WP_236422290.1
2298,WP_099229795.1
2299,WP_096796887.1
2300,WP_104628254.1
2301,WP_166749942.1
2302,WP_229000050.1
2303,WP_099408346.1
2304,WP_011269309.1
2305,WP_184441975.1
2306,WP_070218681.1
2307,WP_167077856.1
2308,WP_121669342.1
2309,WP_104580333.1
2310,WP_047696053.1
2311,WP_104683718.1
2312,WP_228334663.1
2313,WP_166744732.1
2314,MBD8658490.1
2315,WP_087264597.1
2316,WP_150638971.1
2317,WP_024652768.1
2318,WP_060819591.1
2319,WP_024660365.1
2320,WP_182993740.1
2321,WP_230517756.1
2322,MCC7680806.1
2323,WP_123425917.1
2324,WP_083181886.1
2325,WP_077405903.1
2326,WP_263947291.1
2327,WP_192410618.1
2328,WP_024777852.1
2329,WP_059407685.1
2330,WP_041021043.1
2331,WP_177086013.1
2332,WP_122223213.1
2333,WP_070310831.1
2334,WP_265045546.1
2335,WP_074818014.1
2336,WP_218394560.1
2337,WP_111448873.1
2338,WP_057153932.1
2339,WP_154360748.1
2340,WP_268263807.1
2341,WP_053192037.1
2342,WP_301621303.1
2343,WP_123333556.1
2344,WP_122321891.1
2345,WP_147240535.1
2346,WP_104586294.1
2347,WP_122371654.1
2348,WP_008011841.1
2349,WP_059230257.1
2350,WP_019718180.1
2351,WP_212801742.1
2352,WP_008072177.1
2353,WP_139641288.1
2354,WP_177106230.1
2355,WP_201015970.1
2356,WP_117167540.1
2357,WP_198728811.1
2358,WP_216705186.1
2359,WP_166880812.1
2360,WP_230521546.1
2361,WP_025259122.1
2362,WP_206402314.1
2363,WP_263939651.1
2364,WP_263402334.1
2365,WP_117183635.1
2366,WP_200979021.1
2367,TJW31696.1
2368,WP_073266097.1
2369,WP_038911048.1
2370,WP_200994263.1
2371,WP_171860740.1
2372,WP_054984080.1
2373,WP_107322687.1
2374,WP_173406801.1
2375,MCU6496716.1
2376,WP_265066176.1
2377,WP_212802999.1
2378,WP_180671004.1
2379,WP_042728009.1
2380,WP_098493106.1
2381,WP_280806818.1
2382,WP_072398347.1
2383,WP_161098546.1
2384,WP_047736821.1
2385,WP_218225590.1
2386,WP_110718934.1
2387,WP_092402585.1
2388,WP_248746321.1
2389,WP_053147777.1
